#,Word,Link,POS,POS_Desc,Category
3924,woodpecker,https://www.handspeak.com/word/w/woodpecker.mp4,NN,"noun, singular",animal
3925,wing,https://www.handspeak.com/word/w/wing-bird.mp4,VBG,"verb, gerund/present participle",
3926,worker,https://www.handspeak.com/word/w/worker.mp4,NN,"noun, singular",
3927,worn-out,https://www.handspeak.com/word/w/worn-out.mp4,NN,"noun, singular",
3928,worst,https://www.handspeak.com/word/w/worst.mp4,JJS,"adjective, superlative",
3929,worsen,https://www.handspeak.com/word/w/worsen.mp4,NN,"noun, singular",
3930,vacant,https://www.handspeak.com/word/v/vacant.mp4,NN,"noun, singular",
3931,valley,https://www.handspeak.com/word/v/valley.mp4,NN,"noun, singular",
3932,vanish,https://www.handspeak.com/word/v/vanish-disappear.mp4,NN,"noun, singular",
3933,unbalanced,https://www.handspeak.com/word/u/unbalanced.mp4,JJ,adjective,
3934,deranged,https://www.handspeak.com/word/d/deranged.mp4,VBN,"verb, past participle",
3935,unhappy,https://www.handspeak.com/word/u/unhappy.mp4,JJ,adjective,
3936,unlike,https://www.handspeak.com/word/u/unlike.mp4,IN,preposition/subordinating conjunction,
3937,unwanted,https://www.handspeak.com/word/u/unwanted.mp4,JJ,adjective,
3938,unity,https://www.handspeak.com/word/u/unity.mp4,NN,"noun, singular",
3939,vacuum cleaner,https://www.handspeak.com/word/v/vacuum-cleaner.mp4,NN,"noun, singular",
3940,value,https://www.handspeak.com/word/v/value-worth.mp4,NN,"noun, singular",
3941,valuable,https://www.handspeak.com/word/v/valuable.mp4,JJ,adjective,
3942,visual,https://www.handspeak.com/word/v/visual.mp4,JJ,adjective,
3943,plug-in,https://www.handspeak.com/word/p/plug-in.mp4,NN,"noun, singular",
3944,low,https://www.handspeak.com/word/l/low.mp4,JJ,adjective,
3945,blush,https://www.handspeak.com/word/b/blush.mp4,NN,"noun, singular",
3946,close minded,https://www.handspeak.com/word/c/close-minded.mp4,RB,adverb very,Education
3947,absolute,https://www.handspeak.com/word/a/absolute.mp4,NN,"noun, singular",
3948,relative (family),https://www.handspeak.com/word/r/relative-family.mp4,NN,"noun, singular",
3949,swallow,https://www.handspeak.com/word/s/swallow.mp4,NN,"noun, singular",
3950,suppress,https://www.handspeak.com/word/s/suppress.mp4,NN,"noun, singular",
3951,hunt,https://www.handspeak.com/word/h/hunt.mp4,NN,"noun, singular",
3952,dismiss,https://www.handspeak.com/word/d/dismiss-excuse.mp4,NN,"noun, singular",
3953,downstairs,https://www.handspeak.com/word/d/downstairs.mp4,NNS,noun plural,
3954,down,https://www.handspeak.com/word/d/down.mp4,RB,adverb very,
3955,pepper,https://www.handspeak.com/word/p/pepper-black.mp4,NN,"noun, singular",
3956,black pepper,https://www.handspeak.com/word/b/black-pepper.mp4,JJ,adjective,
3957,length,https://www.handspeak.com/word/l/length-size.mp4,NN,"noun, singular",
3958,span,https://www.handspeak.com/word/s/span.mp4,NN,"noun, singular",
3959,height,https://www.handspeak.com/word/h/height-size.mp4,NN,"noun, singular",Health
3960,height,https://www.handspeak.com/word/h/height-size2.mp4,NN,"noun, singular",Health
3961,vaccine,https://www.handspeak.com/word/v/vaccinate.mp4,NN,"noun, singular",
3962,vaccination,https://www.handspeak.com/word/v/vaccination.mp4,NN,"noun, singular",
3963,volcano,https://www.handspeak.com/word/v/volcano.mp4,NN,"noun, singular",
3964,unite,https://www.handspeak.com/word/u/unite.mp4,JJ,adjective,
3965,undermine,https://www.handspeak.com/word/u/undermine.mp4,NN,"noun, singular",
3966,under,https://www.handspeak.com/word/u/under-below.mp4,IN,preposition/subordinating conjunction,
3967,under control,https://www.handspeak.com/word/u/under-control.mp4,IN,preposition/subordinating conjunction,
3968,utter,https://www.handspeak.com/word/u/utter-manual.mp4,NN,"noun, singular",
3969,articulate,https://www.handspeak.com/word/a/articulate-signing.mp4,NN,"noun, singular",
3970,screwdriver,https://www.handspeak.com/word/s/screwdriver.mp4,NN,"noun, singular",
3971,real,https://www.handspeak.com/word/r/real.mp4,JJ,adjective,
3972,anyway,https://www.handspeak.com/word/a/anyway.mp4,RB,adverb very,
3973,wine,https://www.handspeak.com/word/w/wine.mp4,NN,"noun, singular",
3974,reason,https://www.handspeak.com/word/r/reason.mp4,NN,"noun, singular",
3975,realize,https://www.handspeak.com/word/r/realize.mp4,VB,"verb, base form",
3976,penny-pinching,https://www.handspeak.com/word/p/penny-pinching.mp4,NN,"noun, singular",
3977,wet,https://www.handspeak.com/word/w/wet.mp4,NN,"noun, singular",
3978,cream,https://www.handspeak.com/word/c/cream.mp4,NN,"noun, singular",
3979,dissatisfied,https://www.handspeak.com/word/d/dissatisfied.mp4,JJ,adjective,
3980,disappointed,https://www.handspeak.com/word/d/disappoint2.mp4,JJ,adjective,
3981,persuade,https://www.handspeak.com/word/p/persuade-insist.mp4,NN,"noun, singular",
3982,lure,https://www.handspeak.com/word/l/lure.mp4,NN,"noun, singular",
3983,convince,https://www.handspeak.com/word/c/convince.mp4,NN,"noun, singular",
3984,beseech,https://www.handspeak.com/word/b/beseech.mp4,NN,"noun, singular",
3985,gone,https://www.handspeak.com/word/g/gone-left.mp4,VBN,"verb, past participle",
3986,awry,https://www.handspeak.com/word/a/awry.mp4,NN,"noun, singular",
3987,take place,https://www.handspeak.com/word/t/take-place.mp4,VB,"verb, base form",
3988,take picture,https://www.handspeak.com/word/t/take-picture.mp4,VB,"verb, base form",
3989,take notice,https://www.handspeak.com/word/t/take-notice.mp4,VB,"verb, base form",
3990,nation,https://www.handspeak.com/word/n/nation.mp4,NN,"noun, singular",
3991,national,https://www.handspeak.com/word/n/national.mp4,JJ,adjective,
3992,one dollar,https://www.handspeak.com/word/o/one-dollar.mp4,CD,cardinal digit,
3993,Philadelphia,https://www.handspeak.com/word/p/philadelphia.mp4,NNP,"proper noun, singular",
3994,Chicago,https://www.handspeak.com/word/c/chicago.mp4,NNP,"proper noun, singular",
3995,dancer,https://www.handspeak.com/word/d/dancer.mp4,NN,"noun, singular",
3996,wear,https://www.handspeak.com/word/w/wear.mp4,NN,"noun, singular",
3997,left,https://www.handspeak.com/word/l/left-dir.mp4,NN,"noun, singular",
3998,plant,https://www.handspeak.com/word/p/plant.mp4,NN,"noun, singular",
3999,hard of hearing,https://www.handspeak.com/word/h/hard-of-hearing.mp4,NN,"noun, singular",
4000,pencil,https://www.handspeak.com/word/p/pencil.mp4,NN,"noun, singular",Education
4001,Easter,https://www.handspeak.com/word/e/easter.mp4,NN,"noun, singular",
4002,peanut butter,https://www.handspeak.com/word/p/peanut-butter.mp4,NN,"noun, singular",
4003,close-knit,https://www.handspeak.com/word/c/close-knit.mp4,NN,"noun, singular",
4004,mend,https://www.handspeak.com/word/m/mend.mp4,NN,"noun, singular",
4005,furniture,https://www.handspeak.com/word/f/furniture.mp4,NN,"noun, singular",
4006,furnishings,https://www.handspeak.com/word/f/furniture2.mp4,NNS,noun plural,
4007,"Washington, DC",https://www.handspeak.com/word/w/washington-dc.mp4,NNP,"proper noun, singular",
4008,"Washington, USA",https://www.handspeak.com/word/w/washington-state.mp4,NNP,"proper noun, singular",
4009,well,https://www.handspeak.com/word/w/well-intj.mp4,RB,adverb very,
4010,wear out,https://www.handspeak.com/word/w/wear-out.mp4,NN,"noun, singular",
4011,germinate,https://www.handspeak.com/word/g/germinate.mp4,NN,"noun, singular",
4012,shirt,https://www.handspeak.com/word/s/shirt.mp4,NN,"noun, singular",
4013,bloom,https://www.handspeak.com/word/b/bloom-flower.mp4,NN,"noun, singular",
4014,blossom,https://www.handspeak.com/word/b/bloom-flower2.mp4,NN,"noun, singular",
4015,wash face,https://www.handspeak.com/word/w/wash-face.mp4,NN,"noun, singular",
4016,washout,https://www.handspeak.com/word/w/washout.mp4,NN,"noun, singular",
4017,clean,https://www.handspeak.com/word/c/clean.mp4,NN,"noun, singular",
4018,car wash,https://www.handspeak.com/word/c/car-wash.mp4,NN,"noun, singular",
4019,botch,https://www.handspeak.com/word/b/botch.mp4,NN,"noun, singular",
4020,flunk,https://www.handspeak.com/word/f/flunk.mp4,NN,"noun, singular",
4021,bend,https://www.handspeak.com/word/b/bend.mp4,NN,"noun, singular",
4022,tasteless,https://www.handspeak.com/word/t/tasteless.mp4,NN,"noun, singular",
4023,freckle,https://www.handspeak.com/word/f/freckles-face.mp4,NN,"noun, singular",
4024,fleck,https://www.handspeak.com/word/f/fleck.mp4,NN,"noun, singular",
4025,spot,https://www.handspeak.com/word/s/spot.mp4,NN,"noun, singular",
4026,stain,https://www.handspeak.com/word/s/stain-shirt.mp4,NN,"noun, singular",
4027,spotless,https://www.handspeak.com/word/s/spotless-clean.mp4,NN,"noun, singular",
4028,spotlight,https://www.handspeak.com/word/s/spotlight.mp4,NN,"noun, singular",
4029,immaculate,https://www.handspeak.com/word/i/immaculate.mp4,NN,"noun, singular",
4030,recite,https://www.handspeak.com/word/r/recite.mp4,NN,"noun, singular",
4031,Tuesday,https://www.handspeak.com/word/t/tuesday.mp4,NNP,"proper noun, singular",
4032,Thursday,https://www.handspeak.com/word/t/thursday.mp4,NNP,"proper noun, singular",
4033,assertive,https://www.handspeak.com/word/a/assertive.mp4,JJ,adjective,
4034,ambitious,https://www.handspeak.com/word/a/ambitious.mp4,JJ,adjective,
4035,Friday,https://www.handspeak.com/word/f/friday.mp4,NNP,"proper noun, singular",
4036,worth,https://www.handspeak.com/word/w/worth.mp4,NN,"noun, singular",
4037,Saturn,https://www.handspeak.com/word/s/saturn-fs.mp4,NN,"noun, singular",
4038,width,https://www.handspeak.com/word/w/width.mp4,NN,"noun, singular",
4039,goatee,https://www.handspeak.com/word/g/goatee.mp4,NN,"noun, singular",
4040,stubble,https://www.handspeak.com/word/s/stubble.mp4,JJ,adjective,
4041,beard,https://www.handspeak.com/word/b/beard.mp4,NN,"noun, singular",
4042,vast,https://www.handspeak.com/word/v/vast.mp4,NN,"noun, singular",
4043,cajole,https://www.handspeak.com/word/c/cajole.mp4,NN,"noun, singular",
4044,assure,https://www.handspeak.com/word/a/assure.mp4,NN,"noun, singular",
4045,relative (comparative),https://www.handspeak.com/word/r/relative-compare.mp4,NN,"noun, singular",
4046,verb,https://www.handspeak.com/word/v/verb.mp4,NN,"noun, singular",
4047,village,https://www.handspeak.com/word/v/village.mp4,NN,"noun, singular",
4048,acoustic,https://www.handspeak.com/word/a/acoustic.mp4,JJ,adjective,
4049,close (near),https://www.handspeak.com/word/c/close-near.mp4,RB,adverb very,
4050,salad,https://www.handspeak.com/word/s/salad.mp4,NN,"noun, singular",
4051,sale,https://www.handspeak.com/word/s/sale-fs.mp4,NN,"noun, singular",
4052,sandwich,https://www.handspeak.com/word/s/sandwich.mp4,NN,"noun, singular",
4053,sarcastic,https://www.handspeak.com/word/s/sarcastic.mp4,JJ,adjective,
4054,sauce,https://www.handspeak.com/word/s/sauce.mp4,NN,"noun, singular",
4055,scar,https://www.handspeak.com/word/s/scar-memory.mp4,NN,"noun, singular",
4056,onomatopoeia,https://www.handspeak.com/word/o/onomatopoeia-sound.mp4,NN,"noun, singular",
4057,scent,https://www.handspeak.com/word/s/scent.mp4,NN,"noun, singular",
4058,score,https://www.handspeak.com/word/s/score-goal.mp4,NN,"noun, singular",
4059,scorn,https://www.handspeak.com/word/s/scorn-contempt.mp4,NN,"noun, singular",
4060,apparently,https://www.handspeak.com/word/a/apparently.mp4,RB,adverb very,
4061,seed,https://www.handspeak.com/word/s/seed-plant.mp4,NN,"noun, singular",
4062,seek,https://www.handspeak.com/word/s/seek.mp4,NN,"noun, singular",
4063,seldom,https://www.handspeak.com/word/s/seldom.mp4,NN,"noun, singular",
4064,seldom (2),https://www.handspeak.com/word/s/seldom2.mp4,NN,"noun, singular",
4065,semester,https://www.handspeak.com/word/s/semester.mp4,NN,"noun, singular",Education
4066,sideburns,https://www.handspeak.com/word/s/sideburns.mp4,NNS,noun plural,
4067,second (motion),https://www.handspeak.com/word/s/second-motion.mp4,JJ,adjective,
4068,seasoning,https://www.handspeak.com/word/s/seasoning.mp4,VBG,"verb, gerund/present participle",
4069,scroll-up,https://www.handspeak.com/word/s/scroll up.mp4,NN,"noun, singular",
4070,scroll-down,https://www.handspeak.com/word/s/scroll down.mp4,JJ,adjective,
4071,secure,https://www.handspeak.com/word/s/secure.mp4,NN,"noun, singular",
4072,security,https://www.handspeak.com/word/s/security.mp4,NN,"noun, singular",
4073,scrub,https://www.handspeak.com/word/s/scrub.mp4,NN,"noun, singular",
4074,script,https://www.handspeak.com/word/s/script.mp4,NN,"noun, singular",
4075,scroll,https://www.handspeak.com/word/s/scroll (paper).mp4,NN,"noun, singular",
4076,semiannual,https://www.handspeak.com/word/s/semiannual.mp4,JJ,adjective,
4077,semicolon,https://www.handspeak.com/word/s/semicolon.mp4,NN,"noun, singular",
4078,colon (punctuation mark),https://www.handspeak.com/word/c/colon-mark.mp4,NN,"noun, singular",
4079,insensible,https://www.handspeak.com/word/i/insensible.mp4,JJ,adjective,
4080,senseless,https://www.handspeak.com/word/s/senseless.mp4,NN,"noun, singular",
4081,sense,https://www.handspeak.com/word/s/sense-feel.mp4,NN,"noun, singular",
4082,senate,https://www.handspeak.com/word/s/senate.mp4,NN,"noun, singular",
4083,scratch,https://www.handspeak.com/word/s/scratch-mark.mp4,NN,"noun, singular",
4084,from scratch,https://www.handspeak.com/word/f/from-scratch.mp4,IN,preposition/subordinating conjunction,
4085,sea,https://www.handspeak.com/word/s/sea-water.mp4,NN,"noun, singular",
4086,saltwater,https://www.handspeak.com/word/s/saltwater.mp4,NN,"noun, singular",
4087,seasons,https://www.handspeak.com/word/s/season-cycle.mp4,NNS,noun plural,
4088,sign (write),https://www.handspeak.com/word/s/sign-write.mp4,NN,"noun, singular",
4089,sign up,https://www.handspeak.com/word/s/sign-up.mp4,NN,"noun, singular",
4090,autograph,https://www.handspeak.com/word/a/autograph.mp4,NN,"noun, singular",
4091,shrug,https://www.handspeak.com/word/s/shrug.mp4,NN,"noun, singular",
4092,shorts,https://www.handspeak.com/word/s/shorts-cloth.mp4,NNS,noun plural,
4093,succession,https://www.handspeak.com/word/s/succession.mp4,NN,"noun, singular",
4094,series,https://www.handspeak.com/word/s/series-sequence.mp4,NN,"noun, singular",
4095,signal,https://www.handspeak.com/word/s/signal.mp4,NN,"noun, singular",
4096,shopping cart,https://www.handspeak.com/word/s/shopping-cart.mp4,VBG,"verb, gerund/present participle",
4097,shake,https://www.handspeak.com/word/s/shake.mp4,NN,"noun, singular",
4098,shake hands,https://www.handspeak.com/word/s/shake-hand.mp4,VB,"verb, base form",
4099,shoulder,https://www.handspeak.com/word/s/shoulder-right.mp4,NN,"noun, singular",
4100,shoulder bag,https://www.handspeak.com/word/s/shoulder-bag.mp4,NN,"noun, singular",
4101,daredevil,https://www.handspeak.com/word/d/daredevil.mp4,NN,"noun, singular",
4102,safety belt,https://www.handspeak.com/word/s/safety-belt.mp4,NN,"noun, singular",
4103,seatbelt,https://www.handspeak.com/word/s/seatbelt.mp4,NN,"noun, singular",
4104,booster seat,https://www.handspeak.com/word/b/booster-seat.mp4,NN,"noun, singular",
4105,French,https://www.handspeak.com/word/f/french.mp4,JJ,adjective,Country
4106,similar,https://www.handspeak.com/word/s/similar.mp4,JJ,adjective,
4107,indistinguishable,https://www.handspeak.com/word/i/indistinguishable.mp4,JJ,adjective,
4108,singer,https://www.handspeak.com/word/s/singer.mp4,NN,"noun, singular",
4109,soldier,https://www.handspeak.com/word/s/soldier.mp4,NN,"noun, singular",
4110,social work,https://www.handspeak.com/word/s/social-work.mp4,JJ,adjective,
4111,song,https://www.handspeak.com/word/s/song.mp4,NN,"noun, singular",
4112,sore,https://www.handspeak.com/word/s/sore-hurt.mp4,NN,"noun, singular",
4113,soup,https://www.handspeak.com/word/s/soup.mp4,NN,"noun, singular",
4114,sorrow,https://www.handspeak.com/word/s/sorrow-grief.mp4,NN,"noun, singular",
4115,sorority,https://www.handspeak.com/word/s/sorority.mp4,NN,"noun, singular",Education
4116,fraternity,https://www.handspeak.com/word/f/fraternity.mp4,NN,"noun, singular",Education
4117,someday,https://www.handspeak.com/word/s/someday.mp4,NN,"noun, singular",
4118,someone,https://www.handspeak.com/word/s/someone.mp4,NN,"noun, singular",
4119,somewhere,https://www.handspeak.com/word/s/somewhere.mp4,RB,adverb very,
4120,specialize,https://www.handspeak.com/word/s/specialize.mp4,VB,"verb, base form",
4121,snowball,https://www.handspeak.com/word/s/snowball.mp4,NN,"noun, singular",
4122,slope,https://www.handspeak.com/word/s/slope.mp4,NN,"noun, singular",
4123,sprain,https://www.handspeak.com/word/s/sprain.mp4,NN,"noun, singular",Health
4124,sponsor,https://www.handspeak.com/word/s/sponsor.mp4,NN,"noun, singular",
4125,snack,https://www.handspeak.com/word/s/snack.mp4,NN,"noun, singular",
4126,snack bar,https://www.handspeak.com/word/s/snack-bar.mp4,NN,"noun, singular",
4127,sparkle,https://www.handspeak.com/word/s/sparkle.mp4,NN,"noun, singular",
4128,shimmer,https://www.handspeak.com/word/s/shimmer.mp4,NN,"noun, singular",
4129,spray,https://www.handspeak.com/word/s/spray.mp4,NN,"noun, singular",
4130,split,https://www.handspeak.com/word/s/split-divide.mp4,NN,"noun, singular",
4131,glitter,https://www.handspeak.com/word/g/glitter.mp4,NN,"noun, singular",
4132,spit,https://www.handspeak.com/word/s/spit.mp4,NN,"noun, singular",
4133,spine (bone),https://www.handspeak.com/word/s/spine-back.mp4,NN,"noun, singular",
4134,spine (book part),https://www.handspeak.com/word/s/spine-book.mp4,NN,"noun, singular",
4135,century,https://www.handspeak.com/word/c/century.mp4,NN,"noun, singular",
